timestamp,id_metrica,numero_medida,valor
519853830,87,250,0
519853840,87,251,0
519853850,87,252,0
519853860,87,253,0
519853870,87,254,0
519853880,87,255,0
519853890,87,256,0
519853900,87,257,0
519853910,87,258,0
519853920,87,259,0
519853930,87,260,0
519853940,87,261,0
519853950,87,262,0
519853960,87,263,0
519853970,87,264,0
519853980,87,265,0
519853990,87,266,0
519854000,87,267,0
519854010,87,268,0
519854020,87,269,0
519854030,87,270,0
519854040,87,271,0
519854050,87,272,0
519854060,87,273,0
519854070,87,274,0
519854080,87,275,0
519854090,87,276,0
519854100,87,277,0
519854110,87,278,0
519854120,87,279,0
519854130,87,280,0
519854140,87,281,0
519854150,87,282,0
519854160,87,283,0
519854170,87,284,0
519854180,87,285,0
519854190,87,286,0
519854200,87,287,0
519854210,87,288,0
519854220,87,289,0
519854230,87,290,0
519854240,87,291,0
519854250,87,292,0
519854260,87,293,0
519854270,87,294,0
519854280,87,295,1
519854290,87,296,0
519854300,87,297,0
519854310,87,298,0
519854320,87,299,0
519854330,87,300,0
519854340,87,301,0
519854350,87,302,0
519854360,87,303,0
519854370,87,304,0
519854380,87,305,0
519854390,87,306,0
519854400,87,307,0
519854410,87,308,0
519854420,87,309,0
519854430,87,310,0
519854440,87,311,0
519854450,87,312,0
519854460,87,313,0
519854470,87,314,0
519854480,87,315,0
519854490,87,316,1
519854500,87,317,0
519854510,87,318,0
519854520,87,319,0
519854530,87,320,0
519854540,87,321,0
519854550,87,322,0
519854560,87,323,0
519854570,87,324,0
519854580,87,325,0
519854590,87,326,0
519854600,87,327,0
519854610,87,328,0
519854620,87,329,0
519854630,87,330,0
519854640,87,331,0
519854650,87,332,0
519854660,87,333,0
519854670,87,334,0
519854680,87,335,0
519854690,87,336,0
519854700,87,337,0
519854710,87,338,0
519854720,87,339,0
519854730,87,340,0
519854740,87,341,0
519854750,87,342,0
519854760,87,343,0
519854770,87,344,0
519854780,87,345,0
519854790,87,346,0
519854800,87,347,0
519854810,87,348,0
519854820,87,349,0
519854830,87,350,0
519854840,87,351,1
519854850,87,352,1
519854860,87,353,1
519854870,87,354,0
519854880,87,355,0
519854890,87,356,0
519854900,87,357,0
519854910,87,358,0
519854920,87,359,0
519854930,87,360,0
519854940,87,361,0
519854950,87,362,0
519854960,87,363,0
519854970,87,364,0
519854980,87,365,0
519854990,87,366,0
519855000,87,367,0
519855010,87,368,0
519855020,87,369,0
519855030,87,370,1
519855040,87,371,0
519855050,87,372,0
519855060,87,373,0
519855070,87,374,0
519855080,87,375,0
519855090,87,376,0
519855100,87,377,0
519855110,87,378,0
519855120,87,379,0
519855130,87,380,0
519855140,87,381,0
519855150,87,382,0
519855160,87,383,0
519855170,87,384,0
519855180,87,385,1
519855190,87,386,1
519855200,87,387,0
519855210,87,388,0
519855220,87,389,0
519855230,87,390,0
519855240,87,391,0
519855250,87,392,0
519855260,87,393,0
519855270,87,394,0
519855280,87,395,0
519855290,87,396,0
519855300,87,397,0
519855310,87,398,0
519855320,87,399,0
519855330,87,400,0
519855340,87,401,0
519855350,87,402,1
519855360,87,403,0
519855370,87,404,0
519855380,87,405,0
519855390,87,406,0
519855400,87,407,0
519855410,87,408,0
519855420,87,409,0
519855430,87,410,0
519855440,87,411,0
519855450,87,412,0
519855460,87,413,0
519855470,87,414,0
519855480,87,415,0
519855490,87,416,1
519855500,87,417,0
519855510,87,418,0
519855520,87,419,0
519855530,87,420,0
519855540,87,421,0
519855550,87,422,0
519855560,87,423,0
519855570,87,424,0
519855580,87,425,1
519855590,87,426,0
519855600,87,427,0
519855610,87,428,0
519855620,87,429,0
519855630,87,430,0
519855640,87,431,0
519855650,87,432,0
519855660,87,433,0
519855670,87,434,0
519855680,87,435,0
519855690,87,436,0
519855700,87,437,0
519855710,87,438,0
519855720,87,439,0
519855730,87,440,0
519855740,87,441,0
519855750,87,442,0
519855760,87,443,0
519855770,87,444,0
519855780,87,445,0
519855790,87,446,0
519855800,87,447,0
519855810,87,448,0
519855820,87,449,0
519855830,87,450,0
519855840,87,451,0
519855850,87,452,0
519855860,87,453,0
519855870,87,454,0
519855880,87,455,0
519855890,87,456,0
519855900,87,457,0
519855910,87,458,0
519855920,87,459,0
519855930,87,460,0
519855940,87,461,0
519855950,87,462,1
519855960,87,463,0
519855970,87,464,0
519855980,87,465,1
519855990,87,466,0
519856000,87,467,0
519856010,87,468,0
519856020,87,469,0
519856030,87,470,1
519856040,87,471,0
519856050,87,472,0
519856060,87,473,0
519856070,87,474,0
519856080,87,475,0
519856090,87,476,0
519856100,87,477,0
519856110,87,478,0
519856120,87,479,0
519856130,87,480,0
519856140,87,481,0
519856150,87,482,0
519856160,87,483,0
519856170,87,484,0
519856180,87,485,0
519856190,87,486,0
519856200,87,487,0
519856210,87,488,0
519856220,87,489,0
519856230,87,490,0
519856240,87,491,0
519856250,87,492,0
519856260,87,493,0
519856270,87,494,0
519856280,87,495,0
519856290,87,496,0
519856300,87,497,1
519856310,87,498,0
519856320,87,499,0
519856330,87,500,0
519856340,87,501,0
519856350,87,502,1
519856360,87,503,0
519856370,87,504,0
519856380,87,505,0
519856390,87,506,0
519856400,87,507,0
519856410,87,508,0
519856420,87,509,0
519856430,87,510,0
519856440,87,511,0
519856450,87,512,0
519856460,87,513,0
519856470,87,514,0
519856480,87,515,0
519856490,87,516,0
519856500,87,517,0
519856510,87,518,0
519856520,87,519,0
519856530,87,520,0
519856540,87,521,0
519856550,87,522,0
519856560,87,523,0
519856570,87,524,0
519856580,87,525,0
519856590,87,526,0
519856600,87,527,0
519856610,87,528,0
519856620,87,529,0
519856630,87,530,0
519856640,87,531,0
519856650,87,532,0
519856660,87,533,0
519856670,87,534,1
519856680,87,535,0
519856690,87,536,0
519856700,87,537,1
519856710,87,538,0
519856720,87,539,0
519856730,87,540,1
519856740,87,541,0
519856750,87,542,0
519856760,87,543,1
519856770,87,544,0
519856780,87,545,0
519856790,87,546,0
519856800,87,547,0
519856810,87,548,0
519856820,87,549,0
519856830,87,550,0
519856840,87,551,1
519856850,87,552,0
519856860,87,553,0
519856870,87,554,0
519856880,87,555,0
519856890,87,556,0
519856900,87,557,0
519856910,87,558,0
519856920,87,559,0
519856930,87,560,1
519856940,87,561,0
519856950,87,562,0
519856960,87,563,0
519856970,87,564,0
519856980,87,565,0
519856990,87,566,0
519857000,87,567,0
519857010,87,568,0
519857020,87,569,0
519857030,87,570,0
519857040,87,571,0
519857050,87,572,0
519857060,87,573,0
519857070,87,574,0
519857080,87,575,0
519857090,87,576,0
519857100,87,577,0
519857110,87,578,0
519857120,87,579,0
519857130,87,580,0
519857140,87,581,0
519857150,87,582,0
519857160,87,583,0
519857170,87,584,0
519857180,87,585,0
519857190,87,586,0
519857200,87,587,0
519857210,87,588,0
519857220,87,589,0
519857230,87,590,0
519857240,87,591,0
519857250,87,592,0
519857260,87,593,0
519857270,87,594,0
519857280,87,595,0
519857290,87,596,0
519857300,87,597,0
519857310,87,598,0
519857320,87,599,0
519857330,87,600,0
519857340,87,601,0
519857350,87,602,0
519857360,87,603,0
519857370,87,604,0
519857380,87,605,0
519857390,87,606,0
519857400,87,607,0
519857410,87,608,0
519857420,87,609,0
519857430,87,610,0
519857440,87,611,0
519857450,87,612,0
519857460,87,613,0
519857470,87,614,0
519857480,87,615,0
519857490,87,616,0
519857500,87,617,1
519857510,87,618,0
519857520,87,619,0
519857530,87,620,0
519857540,87,621,0
519857550,87,622,0
519857560,87,623,0
519857570,87,624,0
519857580,87,625,0
519857590,87,626,0
519857600,87,627,0
519857610,87,628,0
519857620,87,629,0
519857630,87,630,0
519857640,87,631,0
519857650,87,632,0
519857660,87,633,0
519857670,87,634,0
519857680,87,635,0
519857690,87,636,0
519857700,87,637,0
519857710,87,638,0
519857720,87,639,0
519857730,87,640,0
519857740,87,641,0
519857750,87,642,0
519857760,87,643,0
519857770,87,644,0
519857780,87,645,0
519857790,87,646,0
519857800,87,647,0
519857810,87,648,0
519857820,87,649,0
519857830,87,650,0
519857840,87,651,0
519857850,87,652,0
519857860,87,653,1
519857870,87,654,0
519857880,87,655,0
519857890,87,656,0
519857900,87,657,0
519857910,87,658,0
519857920,87,659,0
519857930,87,660,0
519857940,87,661,0
519857950,87,662,1
519857960,87,663,0
519857970,87,664,0
519857980,87,665,0
519857990,87,666,0
519858000,87,667,0
519858010,87,668,0
519858020,87,669,0
519858030,87,670,0
519858040,87,671,0
519858050,87,672,0
519858060,87,673,0
519858070,87,674,0
519858080,87,675,0
519858090,87,676,1
519858100,87,677,0
519858110,87,678,0
519858120,87,679,1
519858130,87,680,0
519858140,87,681,0
519858150,87,682,0
519858160,87,683,0
519858170,87,684,0
519858180,87,685,0
519858190,87,686,0
519858200,87,687,0
519858210,87,688,0
519858220,87,689,0
519858230,87,690,0
519858240,87,691,0
519858250,87,692,0
519858260,87,693,0
519858270,87,694,0
519858280,87,695,1
519858290,87,696,0
519858300,87,697,0
519858310,87,698,0
519858320,87,699,0
519858330,87,700,0
519858340,87,701,0
519858350,87,702,0
519858360,87,703,0
519858370,87,704,0
519858380,87,705,0
519858390,87,706,0
519858400,87,707,0
519858410,87,708,0
519858420,87,709,0
519858430,87,710,0
519858440,87,711,0
519858450,87,712,0
519858460,87,713,0
519858470,87,714,0
519858480,87,715,0
519858490,87,716,0
519858500,87,717,0
519858510,87,718,1
519858520,87,719,0
519858530,87,720,0
519858540,87,721,0
519858550,87,722,0
519858560,87,723,0
519858570,87,724,0
519858580,87,725,0
519858590,87,726,0
519858600,87,727,0
519858610,87,728,0
519858620,87,729,1
519858630,87,730,0
519858640,87,731,0
519858650,87,732,0
519858660,87,733,0
519858670,87,734,0
519858680,87,735,0
519858690,87,736,0
519858700,87,737,0
519858710,87,738,0
519858720,87,739,0
519858730,87,740,0
519858740,87,741,0
519858750,87,742,0
519858760,87,743,0
519858770,87,744,0
519858780,87,745,0
519858790,87,746,0
519858800,87,747,0
519858810,87,748,0
519858820,87,749,0
519858830,87,750,0
519858840,87,751,0
519858850,87,752,0
519858860,87,753,0
519858870,87,754,0
519858880,87,755,0
519858890,87,756,0
519858900,87,757,0
519858910,87,758,1
519858920,87,759,0
519858930,87,760,0
519858940,87,761,0
519858950,87,762,0
519858960,87,763,1
519858970,87,764,0
519858980,87,765,0
519858990,87,766,0
519859000,87,767,0
519859010,87,768,0
519859020,87,769,0
519859030,87,770,0
519859040,87,771,0
519859050,87,772,0
519859060,87,773,0
519859070,87,774,0
519859080,87,775,0
519859090,87,776,0
519859100,87,777,0
519859110,87,778,0
519859120,87,779,0
519859130,87,780,0
519859140,87,781,0
519859150,87,782,0
519859160,87,783,0
519859170,87,784,0
519859180,87,785,0
519859190,87,786,1
519859200,87,787,0
519859210,87,788,1
519859220,87,789,0
519859230,87,790,0
519859240,87,791,0
519859250,87,792,0
519859260,87,793,0
519859270,87,794,0
519859280,87,795,0
519859290,87,796,0
519859300,87,797,0
519859310,87,798,0
519859320,87,799,0
519859330,87,800,0
519859340,87,801,0
519859350,87,802,0
519859360,87,803,0
519859370,87,804,0
519859380,87,805,0
519859390,87,806,0
519859400,87,807,0
519859410,87,808,0
519859420,87,809,0
519859430,87,810,0
519859440,87,811,0
519859450,87,812,0
519859460,87,813,0
519859470,87,814,0
519859480,87,815,0
519859490,87,816,0
519859500,87,817,0
519859510,87,818,0
519859520,87,819,0
519859530,87,820,1
519859540,87,821,0
519859550,87,822,0
519859560,87,823,0
519859570,87,824,0
519859580,87,825,0
519859590,87,826,0
519859600,87,827,0
519859610,87,828,0
519859620,87,829,0
519859630,87,830,0
519859640,87,831,0
519859650,87,832,0
519859660,87,833,0
519859670,87,834,0
519859680,87,835,0
519859690,87,836,0
519859700,87,837,0
519859710,87,838,0
519859720,87,839,0
519859730,87,840,0
519859740,87,841,0
519859750,87,842,0
519859760,87,843,0
519859770,87,844,0
519859780,87,845,0
519859790,87,846,0
519859800,87,847,0
519859810,87,848,0
519859820,87,849,0
519859830,87,850,0
519859840,87,851,0
519859850,87,852,0
519859860,87,853,0
519859870,87,854,0
519859880,87,855,1
519859890,87,856,0
519859900,87,857,0
519859910,87,858,0
519859920,87,859,0
519859930,87,860,0
519859940,87,861,0
519859950,87,862,0
519859960,87,863,0
519859970,87,864,0
519859980,87,865,0
519859990,87,866,0
519860000,87,867,0
519860010,87,868,0
519860020,87,869,0
519860030,87,870,0
519860040,87,871,0
519860050,87,872,0
519860060,87,873,1
519860070,87,874,0
519860080,87,875,1
519860090,87,876,0
519860100,87,877,0
519860110,87,878,0
519860120,87,879,0
519860130,87,880,0
519860140,87,881,0
519860150,87,882,0
519860160,87,883,0
519860170,87,884,0
519860180,87,885,0
519860190,87,886,0
519860200,87,887,1
519860210,87,888,0
519860220,87,889,0
519860230,87,890,0
519860240,87,891,0
519860250,87,892,0
519860260,87,893,0
519860270,87,894,0
519860280,87,895,0
519860290,87,896,0
519860300,87,897,0
519860310,87,898,0
519860320,87,899,0
519860330,87,900,0
519860340,87,901,0
519860350,87,902,0
519860360,87,903,0
519860370,87,904,0
519860380,87,905,0
519860390,87,906,0
519860400,87,907,0
519860410,87,908,0
519860420,87,909,0
519860430,87,910,0
519860440,87,911,0
519860450,87,912,0
519860460,87,913,0
519860470,87,914,0
519860480,87,915,0
519860490,87,916,0
519860500,87,917,0
519860510,87,918,0
519860520,87,919,0
519860530,87,920,0
519860540,87,921,0
519860550,87,922,0
519860560,87,923,0
519860570,87,924,0
519860580,87,925,1
519860590,87,926,0
519860600,87,927,0
519860610,87,928,0
519860620,87,929,0
519860630,87,930,0
519860640,87,931,0
519860650,87,932,0
519860660,87,933,0
519860670,87,934,0
519860680,87,935,0
519860690,87,936,0
519860700,87,937,0
519860710,87,938,0
519860720,87,939,1
519860730,87,940,0
519860740,87,941,0
519860750,87,942,0
519860760,87,943,0
519860770,87,944,0
519860780,87,945,0
519860790,87,946,0
519860800,87,947,0
519860810,87,948,0
519860820,87,949,0
519860830,87,950,0
519860840,87,951,0
519860850,87,952,0
519860860,87,953,0
519860870,87,954,0
519860880,87,955,0
519860890,87,956,0
519860900,87,957,0
519860910,87,958,0
519860920,87,959,0
519860930,87,960,0
519860940,87,961,0
519860950,87,962,0
519860960,87,963,0
519860970,87,964,0
519860980,87,965,0
519860990,87,966,0
519861000,87,967,0
519861010,87,968,0
519861020,87,969,0
519861030,87,970,0
519861040,87,971,1
519861050,87,972,0
519861060,87,973,1
519861070,87,974,0
519861080,87,975,0
519861090,87,976,0
519861100,87,977,0
519861110,87,978,0
519861120,87,979,0
519861130,87,980,0
519861140,87,981,0
519861150,87,982,0
519861160,87,983,0
519861170,87,984,0
519861180,87,985,0
519861190,87,986,0
519861200,87,987,0
519861210,87,988,0
519861220,87,989,0
519861230,87,990,0
519861240,87,991,0
519861250,87,992,0
519861260,87,993,0
519861270,87,994,0
519861280,87,995,0
519861290,87,996,1
519861300,87,997,0
519861310,87,998,0
519861320,87,999,0
519861330,87,1000,0
